# fw=zero-bracket600 workload=gradius start=2026-09-14 14:14:22 soak=99C prelaunch=schedutil/600000 launch_up=2017.95 max0=600000 gov=schedutil devfreq=none,none backlight=none
elapsed_s,cpu_mc,gpu_mc,ddr_mc,bat_mc,cur_khz,max_khz,batt_pct,batt_uv,status,cpu_busy,c0_busy,c1_busy,c2_busy,c3_busy,irq_s,ctxt_s,df0_hz,df1_hz,backlight
2031,34599,35202,34800,25700,600000,600000,94,4026000,Discharging,,,,,,,,,,
2033,34867,35604,34666,25700,600000,600000,94,4026000,Discharging,29.4,12.7,10.7,53.0,39.3,2826,3338,,,
2035,34063,35671,35604,25700,600000,600000,94,4026000,Discharging,29.7,14.3,7.1,42.7,54.4,2871,3380,,,
2038,34465,35671,35068,25700,600000,600000,94,4027000,Discharging,28.6,14.2,9.3,40.4,50.9,1884,2201,,,
2040,34398,36073,35001,25700,600000,600000,94,4027000,Discharging,29.8,12.9,12.1,40.7,52.6,2842,3332,,,
2042,34934,36006,35001,25700,600000,600000,94,4026000,Discharging,28.9,11.4,13.0,43.2,46.9,2994,3391,,,
2044,34934,35805,35068,25700,600000,600000,94,4027000,Discharging,29.5,11.3,16.4,32.1,58.0,2873,3314,,,
2047,34666,35805,35470,25700,600000,600000,94,4030000,Discharging,28.6,14.3,15.0,19.3,65.9,1925,2252,,,
2049,34733,36140,35001,25700,600000,600000,94,4026000,Discharging,29.5,14.9,10.2,47.1,45.6,2871,3320,,,
2051,34733,35872,35336,25700,600000,600000,94,4027000,Discharging,29.2,12.6,8.1,39.5,55.7,3002,3425,,,
2054,34867,35604,34666,25700,600000,600000,94,4030000,Discharging,30.0,13.9,13.3,52.0,40.1,1892,2191,,,
2056,34733,36341,35403,25700,600000,600000,94,4031000,Discharging,28.2,12.3,11.5,40.5,48.2,2820,3333,,,
2058,34666,35671,35135,25800,600000,600000,94,4030000,Discharging,28.9,14.7,6.7,29.6,64.0,2838,3328,,,
2061,34733,35738,35001,25700,600000,600000,94,4024000,Discharging,28.7,15.2,11.1,39.6,48.7,1877,2204,,,
2063,34934,35872,35537,25800,600000,600000,94,4028000,Discharging,27.8,15.6,10.1,23.5,62.6,2990,3414,,,
2065,34867,36073,35336,25800,600000,600000,94,4028000,Discharging,29.4,10.8,15.1,27.6,63.3,2866,3398,,,
2067,34666,36073,35470,25800,600000,600000,94,4029000,Discharging,28.3,10.0,7.2,27.9,67.0,2770,3346,,,
2070,34599,36140,35336,25800,600000,600000,94,4024000,Discharging,28.7,10.9,13.7,35.2,54.4,1912,2243,,,
2072,35135,35939,35604,25800,600000,600000,94,4026000,Discharging,29.1,11.4,12.4,29.8,61.5,3010,3421,,,
2074,34599,36073,35403,25800,600000,600000,94,4027000,Discharging,29.4,15.4,15.6,36.2,51.1,2848,3326,,,
2077,34867,36140,35537,25800,600000,600000,94,4021000,Discharging,28.9,11.8,11.5,48.9,41.6,1909,2254,,,
2079,34934,36207,35269,25800,600000,600000,94,4026000,Discharging,26.8,17.1,13.5,45.9,30.8,2715,3202,,,
2081,34867,36140,35470,25800,600000,600000,94,4027000,Discharging,21.5,17.8,12.5,37.8,17.5,2515,2925,,,
2083,33058,34666,34130,25700,600000,600000,94,4037000,Discharging,16.5,25.2,18.7,16.5,6.2,1514,1267,,,
2086,33058,34465,33527,25800,600000,600000,94,4025000,Discharging,18.5,24.3,25.6,8.5,14.8,996,948,,,
2088,34465,36207,34532,25800,600000,600000,94,4025000,Discharging,29.3,20.7,16.7,46.7,33.6,2865,3274,,,
2090,34867,35738,35068,25800,600000,600000,94,4024000,Discharging,29.3,35.8,17.9,29.6,34.1,2940,3345,,,
2093,34934,36408,34867,25800,600000,600000,94,4027000,Discharging,29.1,17.0,17.7,45.8,35.6,2003,2239,,,
2095,35135,36073,35202,25800,600000,600000,94,4028000,Discharging,29.7,11.8,8.6,39.8,56.5,2882,3400,,,
2097,35001,36341,35537,25800,600000,600000,94,4026000,Discharging,28.5,13.5,19.4,30.8,50.2,2834,3344,,,
2099,34666,35939,35269,25800,600000,600000,94,4026000,Discharging,30.1,17.9,12.8,26.3,63.6,2867,3330,,,
