# fw=nextui workload=mariokart start=2026-09-13 13:43:16 soak=99C max0=1800000 gov=schedutil
elapsed_s,cpu_mc,gpu_mc,ddr_mc,bat_mc,cur_khz,max_khz,batt_pct,batt_uv,status
11725,35872,36944,36140,27500,1608000,1800000,67,3752000,Discharging
11727,35604,36743,36073,27500,1800000,1800000,67,3751000,Discharging
11729,35135,36609,36274,27500,1608000,1800000,67,3752000,Discharging
11732,35537,36341,36207,27500,1800000,1800000,67,3753000,Discharging
11734,35604,36676,36341,27500,1608000,1800000,67,3752000,Discharging
11736,35470,37078,36006,27500,1800000,1800000,67,3752000,Discharging
11738,35135,36341,36408,27500,1800000,1800000,67,3752000,Discharging
11740,35470,36877,36274,27500,1416000,1800000,67,3741000,Discharging
11742,35403,36676,35872,27500,1608000,1800000,67,3751000,Discharging
11744,35537,36944,36274,27500,1416000,1800000,67,3752000,Discharging
11746,35805,36810,36140,27500,1800000,1800000,67,3751000,Discharging
11748,35470,37212,36140,27500,1800000,1800000,67,3752000,Discharging
11750,35738,36542,35872,27500,1800000,1800000,67,3752000,Discharging
11753,35738,36408,36140,27500,1416000,1800000,67,3751000,Discharging
11755,35403,36877,36006,27500,1608000,1800000,67,3752000,Discharging
11757,35403,36810,35537,27500,1608000,1800000,67,3752000,Discharging
11759,35671,37145,35671,27500,1800000,1800000,67,3751000,Discharging
11761,35805,36475,36073,27500,1608000,1800000,67,3751000,Discharging
11763,35939,36944,36140,27500,1416000,1800000,67,3751000,Discharging
11765,35336,36944,35805,27500,1800000,1800000,67,3751000,Discharging
11767,35537,36609,35939,27500,1800000,1800000,67,3751000,Discharging
11769,35336,36475,36006,27500,1800000,1800000,67,3751000,Discharging
11771,35001,36743,35872,27500,1608000,1800000,67,3752000,Discharging
11774,35470,37078,36274,27500,1800000,1800000,67,3751000,Discharging
11776,35403,36743,36140,27500,1800000,1800000,67,3752000,Discharging
11778,35269,36877,35872,27500,1800000,1800000,67,3751000,Discharging
11780,35537,36676,36207,27500,1800000,1800000,67,3751000,Discharging
11782,35403,36609,36274,27500,1800000,1800000,67,3750000,Discharging
11784,35403,36743,35939,27500,1800000,1800000,67,3727000,Discharging
11786,35403,36810,36006,27500,1800000,1800000,67,3751000,Discharging
11788,35671,36944,36140,27500,1608000,1800000,67,3750000,Discharging
11790,35872,37212,35671,27500,1608000,1800000,67,3750000,Discharging
11792,35537,37011,35939,27500,1608000,1800000,67,3750000,Discharging
11795,35671,36743,35939,27500,1608000,1800000,67,3750000,Discharging
11797,35403,37279,36140,27500,1800000,1800000,67,3751000,Discharging
11799,35738,36609,36542,27500,1608000,1800000,67,3751000,Discharging
11801,35671,36743,35939,27500,1416000,1800000,67,3750000,Discharging
11803,35269,36676,35939,27500,1800000,1800000,67,3750000,Discharging
11805,35336,36743,36006,27500,1800000,1800000,67,3750000,Discharging
11807,35470,36609,35939,27500,1608000,1800000,67,3732000,Discharging
11809,35269,36743,35738,27500,1800000,1800000,67,3750000,Discharging
11811,36073,37011,36274,27500,1608000,1800000,67,3750000,Discharging
11813,35403,36877,35872,27500,1800000,1800000,67,3750000,Discharging
11816,35336,36810,36207,27500,1800000,1800000,67,3750000,Discharging
11818,35470,36609,35604,27500,1416000,1800000,67,3749000,Discharging
11820,35135,36743,35604,27500,1608000,1800000,67,3750000,Discharging
11822,35135,36743,36207,27500,1800000,1800000,67,3750000,Discharging
11824,35336,36810,35805,27500,1800000,1800000,67,3750000,Discharging
11826,35537,36542,35805,27500,1416000,1800000,67,3749000,Discharging
11828,35269,36207,36207,27500,1800000,1800000,67,3750000,Discharging
11830,35872,36810,36341,27500,1800000,1800000,67,3740000,Discharging
11832,35470,36810,35805,27500,1800000,1800000,67,3749000,Discharging
11834,35336,36676,36006,27500,1800000,1800000,67,3749000,Discharging
11837,35068,36609,36207,27500,1608000,1800000,67,3748000,Discharging
11839,35537,36274,36073,27500,1800000,1800000,67,3748000,Discharging
11841,35604,36743,35671,27500,1608000,1800000,67,3749000,Discharging
11843,35604,36877,36006,27500,1416000,1800000,67,3749000,Discharging
11845,35470,36944,36073,27500,1608000,1800000,67,3749000,Discharging
11847,35470,36810,36073,27500,1800000,1800000,67,3748000,Discharging
11849,35537,36274,36073,27500,1800000,1800000,67,3749000,Discharging
11851,35470,36609,36341,27500,1800000,1800000,67,3724000,Discharging
11853,35202,36542,35939,27500,1800000,1800000,67,3748000,Discharging
11856,35068,37078,36408,27500,1800000,1800000,67,3748000,Discharging
11858,36073,36609,35939,27500,1800000,1800000,67,3747000,Discharging
11860,35604,37011,36006,27500,1608000,1800000,67,3747000,Discharging
11862,35202,36676,36341,27500,1608000,1800000,67,3748000,Discharging
11864,36006,36944,36073,27500,1800000,1800000,67,3748000,Discharging
11866,35336,36609,35537,27500,1608000,1800000,67,3747000,Discharging
11868,35470,36743,36006,27500,1608000,1800000,67,3748000,Discharging
11870,35336,36877,35939,27500,1608000,1800000,67,3748000,Discharging
11872,35269,36743,35738,27500,1800000,1800000,67,3748000,Discharging
11874,35403,36542,35939,27500,1800000,1800000,67,3725000,Discharging
11877,35135,36274,36274,27500,1800000,1800000,67,3747000,Discharging
11879,35470,36274,36207,27500,1800000,1800000,67,3747000,Discharging
11881,35403,36140,35939,27500,1416000,1800000,67,3747000,Discharging
11883,35671,36810,36274,27500,1608000,1800000,67,3747000,Discharging
11885,35403,36609,35805,27500,1608000,1800000,67,3745000,Discharging
11887,35269,36542,36408,27500,1800000,1800000,67,3746000,Discharging
11889,35269,36810,36274,27500,1800000,1800000,67,3746000,Discharging
11891,35604,36542,35805,27500,1608000,1800000,67,3747000,Discharging
11893,35537,36341,35939,27500,1800000,1800000,67,3747000,Discharging
11895,35403,37078,35403,27500,1800000,1800000,67,3747000,Discharging
11898,35135,37011,35872,27500,1800000,1800000,67,3737000,Discharging
11900,35403,36877,35403,27500,1608000,1800000,67,3747000,Discharging
11902,35537,36341,36140,27500,1608000,1800000,67,3747000,Discharging
11904,35872,36609,35738,27500,1608000,1800000,67,3746000,Discharging
11906,35604,36676,36006,27500,1800000,1800000,67,3746000,Discharging
11908,35470,37078,36140,27500,1608000,1800000,67,3746000,Discharging
11910,35537,36408,36341,27500,1800000,1800000,67,3746000,Discharging
11912,35202,36341,36140,27500,1800000,1800000,67,3746000,Discharging
11914,35001,36676,35604,27500,1800000,1800000,67,3746000,Discharging
11916,35269,36475,35805,27500,1800000,1800000,67,3745000,Discharging
11919,35805,36877,36073,27500,1416000,1800000,67,3746000,Discharging
11921,35336,36676,36073,27500,1608000,1800000,67,3740000,Discharging
11923,35336,36877,36475,27500,1608000,1800000,67,3745000,Discharging
11925,35470,36676,35872,27500,1416000,1800000,67,3746000,Discharging
11927,35403,36944,35939,27500,1800000,1800000,67,3746000,Discharging
11929,35135,36475,35738,27500,1800000,1800000,67,3746000,Discharging
11931,35135,36676,36006,27500,1608000,1800000,67,3746000,Discharging
11933,35336,36073,36140,27500,1608000,1800000,67,3746000,Discharging
11935,35202,36475,35671,27500,1800000,1800000,67,3745000,Discharging
11937,35470,36676,36073,27500,1608000,1800000,67,3745000,Discharging
11940,35537,36743,36207,27500,1608000,1800000,67,3745000,Discharging
11942,35403,36542,35336,27500,1608000,1800000,67,3730000,Discharging
11944,35336,36609,35604,27500,1800000,1800000,67,3745000,Discharging
11946,35537,36743,35738,27500,1416000,1800000,67,3746000,Discharging
11948,35269,36475,36140,27500,1800000,1800000,67,3746000,Discharging
11950,35604,36609,35604,27500,1800000,1800000,66,3746000,Discharging
11952,35336,36475,36006,27500,1800000,1800000,66,3746000,Discharging
11954,35202,36743,36073,27500,1608000,1800000,66,3746000,Discharging
11956,35604,36609,36207,27500,1800000,1800000,66,3746000,Discharging
11958,35403,36743,36006,27500,1800000,1800000,66,3746000,Discharging
11961,35202,36609,36006,27500,1608000,1800000,66,3746000,Discharging
11963,34867,36609,36140,27500,1608000,1800000,66,3744000,Discharging
11965,35068,36810,35738,27500,1608000,1800000,66,3735000,Discharging
11967,35202,36743,35805,27500,1800000,1800000,66,3746000,Discharging
11969,35872,36475,35872,27500,1800000,1800000,66,3745000,Discharging
11971,35068,36475,36006,27500,1800000,1800000,66,3743000,Discharging
11973,35470,36676,35537,27500,1608000,1800000,66,3745000,Discharging
11975,35738,36676,35604,27500,1800000,1800000,66,3744000,Discharging
11977,35202,36341,35537,27500,1416000,1800000,66,3745000,Discharging
11979,35403,36676,35671,27500,1608000,1800000,66,3744000,Discharging
11982,35537,36207,35604,27500,1800000,1800000,66,3744000,Discharging
11984,35336,36274,35805,27500,1800000,1800000,66,3744000,Discharging
11986,34800,36542,35939,27500,1416000,1800000,66,3744000,Discharging
11988,35336,36609,35671,27500,1800000,1800000,66,3744000,Discharging
11990,35604,36810,35805,27500,1800000,1800000,66,3744000,Discharging
11992,35403,36609,35537,27500,1800000,1800000,66,3743000,Discharging
11994,35604,36475,35872,27500,1800000,1800000,66,3744000,Discharging
11996,35604,36877,35671,27500,1800000,1800000,66,3743000,Discharging
11998,35403,36609,35537,27500,1608000,1800000,66,3743000,Discharging
12000,35068,36676,36073,27500,1800000,1800000,66,3743000,Discharging
