# fw=nextui workload=thps2 start=2026-09-13 12:04:51 soak=99C max0=1800000 gov=schedutil
elapsed_s,cpu_mc,gpu_mc,ddr_mc,bat_mc,cur_khz,max_khz,batt_pct,batt_uv,status
5820,36609,37681,36944,27700,1800000,1800000,85,3926000,Discharging
5822,37145,37614,36475,27700,1416000,1800000,85,3918000,Discharging
5824,36207,37748,37279,27700,1608000,1800000,85,3924000,Discharging
5826,36609,37748,36944,27700,1800000,1800000,85,3923000,Discharging
5828,36609,37480,36743,27700,1800000,1800000,85,3924000,Discharging
5830,36207,37681,36743,27700,1608000,1800000,85,3908000,Discharging
5833,36676,37212,36944,27700,1800000,1800000,85,3926000,Discharging
5835,36676,37346,36810,27700,1800000,1800000,85,3926000,Discharging
5837,37145,37279,36877,27700,1800000,1800000,85,3925000,Discharging
5839,36475,37547,37011,27700,1800000,1800000,85,3926000,Discharging
5841,36408,37346,36877,27700,1608000,1800000,85,3925000,Discharging
5843,36140,37413,36609,27700,1608000,1800000,85,3925000,Discharging
5845,36542,37145,36877,27700,1800000,1800000,85,3925000,Discharging
5847,36609,37547,36810,27600,1800000,1800000,85,3925000,Discharging
5849,36207,37413,36609,27700,1800000,1800000,85,3925000,Discharging
5851,36140,37413,36609,27700,1800000,1800000,85,3924000,Discharging
5854,36207,37480,36676,27700,1800000,1800000,85,3904000,Discharging
5856,36475,37547,36877,27700,1416000,1800000,85,3923000,Discharging
5858,36274,37346,36944,27700,1800000,1800000,85,3919000,Discharging
5860,36542,37547,36542,27800,1800000,1800000,85,3918000,Discharging
5862,36877,37212,36877,27700,1416000,1800000,85,3919000,Discharging
5864,36341,37145,37145,27700,1800000,1800000,85,3918000,Discharging
5866,36341,37279,37279,27700,1608000,1800000,85,3919000,Discharging
5868,36274,37279,36609,27700,1800000,1800000,85,3919000,Discharging
5870,36609,37279,36676,27700,1608000,1800000,85,3920000,Discharging
5872,36274,37346,36877,27700,1800000,1800000,85,3919000,Discharging
5875,36207,36944,37011,27800,1800000,1800000,85,3920000,Discharging
5877,36140,37480,36743,27800,1800000,1800000,85,3918000,Discharging
5879,36542,37346,37011,27800,1800000,1800000,85,3918000,Discharging
5881,36207,37279,37011,27700,1800000,1800000,85,3920000,Discharging
5883,36341,37346,36743,27800,1608000,1800000,85,3918000,Discharging
5885,36073,37413,36743,27800,1608000,1800000,85,3919000,Discharging
5887,36207,37547,36743,27700,1800000,1800000,85,3918000,Discharging
5889,36542,37748,37145,27700,1800000,1800000,85,3918000,Discharging
5891,36207,37681,36542,27800,1800000,1800000,85,3918000,Discharging
5893,36207,37279,36609,27800,1800000,1800000,85,3917000,Discharging
5896,36140,37547,36542,27700,1800000,1800000,85,3918000,Discharging
5898,36341,37279,36542,27700,1800000,1800000,85,3900000,Discharging
5900,36140,37681,36944,27800,1800000,1800000,85,3919000,Discharging
5902,36274,37413,37011,27700,1800000,1800000,85,3918000,Discharging
5904,36609,37681,37346,27700,1608000,1800000,85,3919000,Discharging
