# fw=nextui workload=sf2 start=2026-09-13 12:13:04 soak=99C max0=1800000 gov=schedutil
elapsed_s,cpu_mc,gpu_mc,ddr_mc,bat_mc,cur_khz,max_khz,batt_pct,batt_uv,status
6313,36140,37413,36944,27800,1800000,1800000,83,3909000,Discharging
6315,36542,36944,37011,27800,1800000,1800000,83,3910000,Discharging
6317,36609,37815,37078,27800,1800000,1800000,83,3909000,Discharging
6319,36341,37413,36810,27800,1800000,1800000,83,3907000,Discharging
6321,36609,37547,37413,27800,1800000,1800000,83,3906000,Discharging
6323,36609,37681,36944,27800,1800000,1800000,83,3907000,Discharging
6325,37011,37614,37212,27900,1800000,1800000,83,3906000,Discharging
6328,36609,37882,36743,27800,1800000,1800000,83,3907000,Discharging
6330,36676,37346,36743,27800,1800000,1800000,83,3907000,Discharging
6332,36676,37480,36743,27800,1800000,1800000,83,3906000,Discharging
6334,36542,37614,36743,27800,1800000,1800000,83,3907000,Discharging
6336,36609,37748,36944,27800,1800000,1800000,83,3908000,Discharging
6338,36877,37346,37547,27800,1800000,1800000,83,3908000,Discharging
6340,36408,37480,36877,27800,1416000,1800000,83,3908000,Discharging
6342,36676,37748,37011,27800,1800000,1800000,83,3909000,Discharging
6344,36408,37212,36810,27800,1800000,1800000,83,3910000,Discharging
6346,36609,37480,37145,27800,1800000,1800000,83,3904000,Discharging
6349,36944,37480,37011,27800,1800000,1800000,83,3898000,Discharging
6351,37145,37748,37212,27800,1800000,1800000,83,3905000,Discharging
6353,36810,37681,37145,27800,1800000,1800000,83,3904000,Discharging
6355,36810,37748,37279,27800,1800000,1800000,83,3904000,Discharging
6357,37078,37681,37078,27800,1608000,1800000,83,3904000,Discharging
6359,36676,37681,37614,27800,1800000,1800000,83,3903000,Discharging
6361,36944,37748,37078,27800,1800000,1800000,83,3901000,Discharging
6363,36475,37681,37145,27800,1800000,1800000,83,3903000,Discharging
6365,36207,37614,36743,27900,1800000,1800000,83,3903000,Discharging
6367,37346,37815,37011,27800,1800000,1800000,83,3903000,Discharging
6370,36475,37346,37145,27800,1800000,1800000,83,3904000,Discharging
6372,37011,37748,37078,27800,1800000,1800000,83,3901000,Discharging
6374,36676,37681,37480,27800,1800000,1800000,83,3906000,Discharging
6376,36542,37346,37145,27800,1800000,1800000,83,3908000,Discharging
6378,36274,37212,36743,27800,1800000,1800000,83,3906000,Discharging
6380,36475,37413,37145,27800,1800000,1800000,83,3906000,Discharging
6382,36475,37547,36676,27800,1800000,1800000,83,3906000,Discharging
6384,36676,37078,36877,27800,1800000,1800000,83,3906000,Discharging
6386,36341,37480,37614,27800,1800000,1800000,83,3906000,Discharging
6388,36676,37681,36676,27800,1800000,1800000,83,3905000,Discharging
6391,36810,37681,37212,27800,1800000,1800000,83,3906000,Discharging
6393,36877,37614,36810,27800,1800000,1800000,83,3905000,Discharging
6395,36944,37480,36944,27800,1800000,1800000,83,3894000,Discharging
6397,36609,37614,37145,27800,1800000,1800000,83,3903000,Discharging
6399,36609,37614,37078,27800,1416000,1800000,83,3905000,Discharging
6401,36743,37882,37011,27800,1800000,1800000,83,3905000,Discharging
6403,37346,37614,37078,27800,1800000,1800000,83,3905000,Discharging
6405,36743,37480,36944,27800,1800000,1800000,83,3900000,Discharging
6407,36944,37614,36877,27800,1800000,1800000,83,3900000,Discharging
6409,36475,37212,36810,27800,1800000,1800000,83,3899000,Discharging
6411,36274,37279,37279,27800,1800000,1800000,83,3901000,Discharging
6414,36743,38016,37145,27800,1800000,1800000,83,3901000,Discharging
6416,36542,37413,37011,27800,1800000,1800000,83,3901000,Discharging
6418,36810,37748,37078,27800,1800000,1800000,83,3882000,Discharging
6420,36542,37413,37078,27800,1800000,1800000,83,3900000,Discharging
6422,36542,37413,36676,27900,1800000,1800000,83,3901000,Discharging
6424,36676,37681,36810,27800,1416000,1800000,83,3901000,Discharging
6426,36944,37681,36810,27900,1800000,1800000,83,3901000,Discharging
6428,36609,37614,37078,27800,1800000,1800000,83,3902000,Discharging
6430,36676,37078,37011,27800,1800000,1800000,83,3904000,Discharging
6432,36810,37480,37011,27800,1800000,1800000,83,3904000,Discharging
6435,36408,37413,36676,27800,1800000,1800000,83,3909000,Discharging
6437,36542,37748,36810,27800,1800000,1800000,83,3907000,Discharging
6439,36609,37346,36609,27800,1800000,1800000,83,3905000,Discharging
6441,36475,36944,36743,27800,1800000,1800000,83,3886000,Discharging
6443,36676,37614,37212,27800,1800000,1800000,83,3902000,Discharging
6445,36408,37279,36877,27900,1608000,1800000,83,3902000,Discharging
6447,36207,37279,37346,27800,1800000,1800000,83,3902000,Discharging
6449,36542,37413,36743,27800,1800000,1800000,83,3903000,Discharging
6451,36743,37346,36877,27800,1800000,1800000,83,3902000,Discharging
6453,36207,38150,36810,27800,1800000,1800000,83,3901000,Discharging
6456,36676,37681,36944,27800,1800000,1800000,83,3901000,Discharging
6458,36609,37681,37212,27800,1800000,1800000,83,3905000,Discharging
6460,36743,37413,36810,27800,1800000,1800000,83,3902000,Discharging
6462,36408,37145,37011,27800,1800000,1800000,83,3905000,Discharging
6464,36743,37078,36408,27800,1800000,1800000,83,3882000,Discharging
