# fw=nextui workload=menuidle start=2026-09-13 22:27:19 gov=performance max0=2000000 devfreq=none,none backlight=none gpu_pm=/sys/devices/platform/7001000.gpu-power-domain/power/runtime_status
elapsed_s,cpu_mc,gpu_mc,ddr_mc,bat_mc,cur_khz,cpu_pct,batt_pct,batt_uv,status,c0_busy,c1_busy,c2_busy,c3_busy,irq_s,ctxt_s,df0_hz,df1_hz,backlight,fb_blank,gpu_pm
11255,35336,36877,36274,29400,1416000,3.2,50,3640000,Discharging,2.8,2.8,4.7,2.8,1352,1410,,,,,unsupported
11257,35738,37078,36073,29400,1416000,2.9,50,3638000,Discharging,2.4,2.8,2.8,3.3,1545,1466,,,,,unsupported
11259,35805,36676,36341,29400,1800000,2.7,50,3639000,Discharging,1.9,3.7,2.3,2.3,1303,1398,,,,,unsupported
11261,35202,36542,36341,29400,1416000,3.0,50,3640000,Discharging,3.3,2.3,2.4,5.1,1404,1424,,,,,unsupported
11263,35604,36810,35939,29400,1416000,2.5,50,3640000,Discharging,2.4,2.3,3.8,1.9,1338,1411,,,,,unsupported
11266,35470,36877,36207,29400,1416000,2.7,50,3640000,Discharging,4.7,1.9,1.4,2.8,875,949,,,,,unsupported
11268,35738,36810,36542,29400,1800000,3.6,50,3640000,Discharging,2.4,2.8,4.2,5.6,1538,1468,,,,,unsupported
11270,35269,37145,36475,29400,1416000,2.8,50,3640000,Discharging,2.8,2.8,2.8,1.4,1404,1402,,,,,unsupported
11272,35805,37011,36140,29400,1608000,2.8,50,3640000,Discharging,4.7,1.9,1.9,3.7,1347,1423,,,,,unsupported
11274,35805,36609,36006,29400,1800000,3.0,50,3640000,Discharging,4.7,0.9,3.3,2.3,1344,1439,,,,,unsupported
11276,35939,36609,36274,29400,1416000,2.7,50,3640000,Discharging,3.8,2.8,1.9,2.8,1335,1404,,,,,unsupported
11278,35470,36944,36609,29400,1416000,2.9,50,3640000,Discharging,2.8,2.3,4.2,2.8,1465,1500,,,,,unsupported
11281,35403,37011,35939,29400,1416000,3.0,50,3639000,Discharging,4.2,2.3,1.4,3.7,968,968,,,,,unsupported
11283,35470,36609,36207,29400,1608000,2.8,50,3639000,Discharging,3.7,2.3,1.9,3.8,1364,1404,,,,,unsupported
11285,35604,36810,36140,29400,1416000,3.0,50,3638000,Discharging,3.3,2.8,2.8,2.8,1404,1431,,,,,unsupported
11287,35671,36877,36140,29400,1416000,2.9,50,3639000,Discharging,2.4,4.2,2.3,1.9,1388,1432,,,,,unsupported
11289,35671,36810,36207,29300,1608000,3.0,50,3639000,Discharging,4.2,5.6,2.8,0.9,1455,1462,,,,,unsupported
11291,35470,37145,36274,29400,1608000,3.5,50,3639000,Discharging,2.8,6.0,2.3,2.3,1444,1422,,,,,unsupported
11294,35403,36743,36274,29400,1416000,3.3,50,3639000,Discharging,2.8,6.0,2.3,2.3,931,936,,,,,unsupported
11296,35470,36877,35939,29400,1416000,2.8,50,3628000,Discharging,4.2,2.9,2.8,0.9,1398,1422,,,,,unsupported
11298,35336,36676,36341,29300,1800000,3.4,50,3639000,Discharging,5.1,2.8,3.7,1.4,1490,1470,,,,,unsupported
11300,35470,36676,36073,29300,1800000,2.9,50,3639000,Discharging,3.8,3.3,2.8,1.4,1428,1402,,,,,unsupported
11302,35336,36743,35939,29400,1416000,3.0,50,3639000,Discharging,3.8,0.9,3.7,3.8,1328,1402,,,,,unsupported
11304,35537,36341,36073,29300,1416000,2.7,50,3639000,Discharging,4.2,1.9,2.8,2.4,1408,1422,,,,,unsupported
11307,35537,36877,36475,29300,1416000,2.7,50,3639000,Discharging,3.3,2.8,2.8,1.9,921,945,,,,,unsupported
11309,35537,36743,36140,29300,1800000,3.2,50,3639000,Discharging,2.9,2.8,2.8,4.7,1502,1466,,,,,unsupported
11311,35269,37011,36207,29300,1608000,2.7,50,3627000,Discharging,2.4,1.4,3.3,3.8,1383,1418,,,,,unsupported
